"Column_Variable","Column_Variable_Label","Column_Variable_Value","Column_Variable_Value_Label","Row_Variable","Row_Variable_Label","Row_Variable_Value","Row_Variable_Value_Label","Subtable_Variable","Subtable_Variable_Label","Subtable_Variable_Value","Subtable_Variable_Value_Label","Statistic","Estimate","Standard_Error","Relative_Standard_Error","Weighted_Sample_Size","Confidence_Intrval_95pct_Lwr_Bnd","Confidence_Intrval_95pct_Upr_Bnd"
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","84.737860","2.4308905","2.8687183","77934","79.97","89.50"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","4.499130 !","1.3991975","31.0992919","4138","1.76","7.24"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","5.883518","1.6148518","27.4470431","5411","2.72","9.05"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","4.879492 !","1.5709788","32.1955405","4488","1.80","7.96"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","100.000000","","","91971","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","80.096889","2.7979562","3.4932147","74553","74.61","85.58"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","8.767419","1.6088694","18.3505490","8161","5.61","11.92"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","6.166580 !","1.9772716","32.0643133","5740","2.29","10.04"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","4.969113","1.3610767","27.3907379","4625","2.30","7.64"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","100.000000","","","93079","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","82.472750","1.6850377","2.0431448","138636","79.17","85.78"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","8.384054","1.2336673","14.7144484","14094","5.97","10.80"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","4.934509","0.9508047","19.2684775","8295","3.07","6.80"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","4.208687","0.8024572","19.0666875","7075","2.64","5.78"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","168100","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","81.301485","2.5819967","3.1758297","64567","76.24","86.36"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","9.955590","2.1853860","21.9513466","7906","5.67","14.24"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","5.684117","1.4227862","25.0309084","4514","2.90","8.47"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","3.058808 !","0.9865874","32.2539824","2429","1.13","4.99"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","100.000000","","","79416","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","84.281792","2.3125775","2.7438637","72263","79.75","88.81"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","7.044456","1.4396202","20.4362157","6040","4.22","9.87"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","3.813507 !","1.4075848","36.9105048","3270","1.05","6.57"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","4.860244","1.2803661","26.3436575","4167","2.35","7.37"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","100.000000","","","85740","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","27","$180,000 - $189,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","79.515424","2.5790255","3.2434280","103158","74.46","84.57"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","10.476858","1.7908871","17.0937421","13592","6.97","13.99"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","4.469364","1.0614877","23.7503098","5798","2.39","6.55"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","5.538354","1.5755406","28.4478126","7185","2.45","8.63"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","129733","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","81.758054","3.5811878","4.3802263","52881","74.74","88.78"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","9.241064","2.5931135","28.0607673","5977","4.16","14.32"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","2.886818 !","1.0628388","36.8169726","1867","0.80","4.97"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","6.114064 !","2.7558631","45.0741620","3955","0.71","11.52"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","100.000000","","","64680","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","77.199579","3.2621141","4.2255594","48571","70.81","83.59"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","11.973482","2.4100623","20.1283338","7533","7.25","16.70"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","6.248138","1.8641447","29.8352025","3931","2.59","9.90"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","4.578801 !","1.7582597","38.4000030","2881","1.13","8.02"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","100.000000","","","62916","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","28","$190,000 - $199,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","83.285538","0.8313146","0.9981500","912633","81.66","84.91"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","7.254044","0.5539350","7.6362228","79489","6.17","8.34"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","5.025727","0.4275296","8.5068204","55071","4.19","5.86"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","4.434691","0.4182568","9.4314743","48595","3.61","5.25"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","1095788","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","83.629042","1.2505759","1.4953847","467882","81.18","86.08"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","7.169914","0.8584472","11.9729079","40114","5.49","8.85"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","4.856304","0.7026381","14.4685783","27170","3.48","6.23"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","4.344740","0.5864763","13.4985358","24308","3.20","5.49"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","100.000000","","","559474","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","83.903246","0.9628028","1.1475156","433069","82.02","85.79"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","7.204909","0.6624750","9.1947731","37188","5.91","8.50"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","4.806198","0.5426092","11.2897809","24807","3.74","5.87"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","4.085648","0.5302593","12.9785862","21088","3.05","5.12"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","100.000000","","","516152","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","57.941085","7.6364809","13.1797342","11683","42.97","72.91"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","10.846327 !","3.7948802","34.9876986","2187","3.41","18.28"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","15.346663 !","4.7349916","30.8535578","3094","6.07","24.63"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","15.865925 !","7.1294066","44.9353348","3199","1.89","29.84"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","29","$200,000 or more ","Percentage","100.000000","","","20163","",""﻿
